similarity,word_1,word_2
0.9999999403953552,<PAD>,<PAD>
-0.012048954144120216,<PAD>,blinked
0.1572868824005127,<PAD>,fed
0.07934577018022537,<PAD>,gave
0.09119797497987747,<PAD>,lent
0.03564872592687607,<PAD>,mailed
0.0932767316699028,<PAD>,ran
0.15328365564346313,<PAD>,sat
0.1522935926914215,<PAD>,slept
0.1718364655971527,<PAD>,ate
0.06531994044780731,<PAD>,drank
0.10541549324989319,<PAD>,took
0.09119797497987747,<PAD>,borrowed
0.13233008980751038,<PAD>,man
0.09690926969051361,<PAD>,woman
0.15744136273860931,<PAD>,boy
0.18501567840576172,<PAD>,girl
0.13770276308059692,<PAD>,eggs
0.08838159590959549,<PAD>,toast
0.138996422290802,<PAD>,pizza
0.1652921587228775,<PAD>,coffee
0.16341908276081085,<PAD>,tea
0.168747678399086,<PAD>,soup
0.15178896486759186,<PAD>,sugar
0.11955957114696503,<PAD>,book
0.16508187353610992,<PAD>,letter
0.23282581567764282,<PAD>,package
0.1406276375055313,<PAD>,gift
-0.012048954144120216,blinked,<PAD>
1.0,blinked,blinked
0.23370981216430664,blinked,fed
0.41759949922561646,blinked,gave
0.19720366597175598,blinked,lent
0.08363533765077591,blinked,mailed
0.44437098503112793,blinked,ran
0.7255737781524658,blinked,sat
0.4914346933364868,blinked,slept
0.4018402099609375,blinked,ate
0.42521193623542786,blinked,drank
0.4329794645309448,blinked,took
0.19720366597175598,blinked,borrowed
0.30497848987579346,blinked,man
0.324691504240036,blinked,woman
0.384274959564209,blinked,boy
0.35372623801231384,blinked,girl
0.14027062058448792,blinked,eggs
0.1322956681251526,blinked,toast
0.16497382521629333,blinked,pizza
0.21026794612407684,blinked,coffee
0.1706429123878479,blinked,tea
0.16956058144569397,blinked,soup
0.08883389830589294,blinked,sugar
0.1557711362838745,blinked,book
0.15108121931552887,blinked,letter
-0.034466393291950226,blinked,package
0.06858153641223907,blinked,gift
0.1572868824005127,fed,<PAD>
0.23370981216430664,fed,blinked
1.0,fed,fed
0.33367297053337097,fed,gave
0.24895437061786652,fed,lent
0.13641299307346344,fed,mailed
0.3267366588115692,fed,ran
0.3515706956386566,fed,sat
0.36562931537628174,fed,slept
0.49546489119529724,fed,ate
0.4197046458721161,fed,drank
0.31107938289642334,fed,took
0.24895437061786652,fed,borrowed
0.2652673125267029,fed,man
0.21100327372550964,fed,woman
0.2793501317501068,fed,boy
0.20198552310466766,fed,girl
0.42630860209465027,fed,eggs
0.20803596079349518,fed,toast
0.24972346425056458,fed,pizza
0.27586880326271057,fed,coffee
0.2657541334629059,fed,tea
0.3291091024875641,fed,soup
0.32750463485717773,fed,sugar
0.09534575790166855,fed,book
0.10708902031183243,fed,letter
0.1695413440465927,fed,package
0.11183052510023117,fed,gift
0.07934577018022537,gave,<PAD>
0.41759949922561646,gave,blinked
0.33367297053337097,gave,fed
1.0,gave,gave
0.3984009325504303,gave,lent
0.24430157244205475,gave,mailed
0.5559520125389099,gave,ran
0.5208857655525208,gave,sat
0.4438211917877197,gave,slept
0.43000343441963196,gave,ate
0.4136858284473419,gave,drank
0.7952831983566284,gave,took
0.3984009325504303,gave,borrowed
0.46358275413513184,gave,man
0.38559630513191223,gave,woman
0.4308679699897766,gave,boy
0.36858370900154114,gave,girl
0.22228819131851196,gave,eggs
0.23562711477279663,gave,toast
0.24984124302864075,gave,pizza
0.2575596272945404,gave,coffee
0.26061952114105225,gave,tea
0.23152759671211243,gave,soup
0.21092106401920319,gave,sugar
0.36582356691360474,gave,book
0.4242296814918518,gave,letter
0.2052323818206787,gave,package
0.39706411957740784,gave,gift
0.09119797497987747,lent,<PAD>
0.19720366597175598,lent,blinked
0.24895437061786652,lent,fed
0.3984009325504303,lent,gave
1.0,lent,lent
0.22945931553840637,lent,mailed
0.27778956294059753,lent,ran
0.27370932698249817,lent,sat
0.31008440256118774,lent,slept
0.2848118841648102,lent,ate
0.2683464288711548,lent,drank
0.40439555048942566,lent,took
1.0,lent,borrowed
0.21797819435596466,lent,man
0.1761266142129898,lent,woman
0.20782209932804108,lent,boy
0.1632758527994156,lent,girl
0.14812713861465454,lent,eggs
0.1485660970211029,lent,toast
0.1644251048564911,lent,pizza
0.146809384226799,lent,coffee
0.13958515226840973,lent,tea
0.18707995116710663,lent,soup
0.09137599915266037,lent,sugar
0.30710771679878235,lent,book
0.23248974978923798,lent,letter
0.14839379489421844,lent,package
0.2759357988834381,lent,gift
0.03564872592687607,mailed,<PAD>
0.08363533765077591,mailed,blinked
0.13641299307346344,mailed,fed
0.24430157244205475,mailed,gave
0.22945931553840637,mailed,lent
1.0,mailed,mailed
0.19542767107486725,mailed,ran
0.13856621086597443,mailed,sat
0.09090667963027954,mailed,slept
0.0992387980222702,mailed,ate
0.04837028309702873,mailed,drank
0.21259638667106628,mailed,took
0.22945931553840637,mailed,borrowed
0.03886139765381813,mailed,man
0.12355310469865799,mailed,woman
0.10511351376771927,mailed,boy
0.10567177087068558,mailed,girl
0.1308393031358719,mailed,eggs
0.02579505369067192,mailed,toast
0.1397865116596222,mailed,pizza
0.06549733132123947,mailed,coffee
0.0832088440656662,mailed,tea
0.11081613600254059,mailed,soup
0.012496942654252052,mailed,sugar
0.20427289605140686,mailed,book
0.5409175157546997,mailed,letter
0.2757803797721863,mailed,package
0.3402104377746582,mailed,gift
0.0932767316699028,ran,<PAD>
0.44437098503112793,ran,blinked
0.3267366588115692,ran,fed
0.5559520125389099,ran,gave
0.27778956294059753,ran,lent
0.19542767107486725,ran,mailed
0.9999998807907104,ran,ran
0.5292879939079285,ran,sat
0.45844849944114685,ran,slept
0.4206795394420624,ran,ate
0.3852161765098572,ran,drank
0.6726369857788086,ran,took
0.27778956294059753,ran,borrowed
0.36545199155807495,ran,man
0.33477717638015747,ran,woman
0.34410518407821655,ran,boy
0.3092438280582428,ran,girl
0.16394947469234467,ran,eggs
0.15737687051296234,ran,toast
0.2002028524875641,ran,pizza
0.20844021439552307,ran,coffee
0.1997612565755844,ran,tea
0.18182562291622162,ran,soup
0.12539713084697723,ran,sugar
0.22591793537139893,ran,book
0.207692489027977,ran,letter
0.13120204210281372,ran,package
0.09188774973154068,ran,gift
0.15328365564346313,sat,<PAD>
0.7255737781524658,sat,blinked
0.3515706956386566,sat,fed
0.5208857655525208,sat,gave
0.27370932698249817,sat,lent
0.13856621086597443,sat,mailed
0.5292879939079285,sat,ran
1.0,sat,sat
0.6536251306533813,sat,slept
0.5433655381202698,sat,ate
0.5199208855628967,sat,drank
0.5743170976638794,sat,took
0.27370932698249817,sat,borrowed
0.36290937662124634,sat,man
0.3304906487464905,sat,woman
0.40050020813941956,sat,boy
0.3417295813560486,sat,girl
0.20940926671028137,sat,eggs
0.2590100169181824,sat,toast
0.27871304750442505,sat,pizza
0.342947393655777,sat,coffee
0.31278905272483826,sat,tea
0.24878495931625366,sat,soup
0.15284840762615204,sat,sugar
0.21748441457748413,sat,book
0.2134920358657837,sat,letter
0.10854993015527725,sat,package
0.13120980560779572,sat,gift
0.1522935926914215,slept,<PAD>
0.4914346933364868,slept,blinked
0.36562931537628174,slept,fed
0.4438211917877197,slept,gave
0.31008440256118774,slept,lent
0.09090667963027954,slept,mailed
0.45844849944114685,slept,ran
0.6536251306533813,slept,sat
1.0000001192092896,slept,slept
0.6005308628082275,slept,ate
0.5911857485771179,slept,drank
0.5213245749473572,slept,took
0.31008440256118774,slept,borrowed
0.3366701304912567,slept,man
0.30585867166519165,slept,woman
0.4152621328830719,slept,boy
0.34958189725875854,slept,girl
0.24835780262947083,slept,eggs
0.23648245632648468,slept,toast
0.24487310647964478,slept,pizza
0.2803977131843567,slept,coffee
0.23594434559345245,slept,tea
0.2165999561548233,slept,soup
0.1502460390329361,slept,sugar
0.1667458713054657,slept,book
0.057033658027648926,slept,letter
0.021353300660848618,slept,package
0.0780930295586586,slept,gift
0.1718364655971527,ate,<PAD>
0.4018402099609375,ate,blinked
0.49546489119529724,ate,fed
0.43000343441963196,ate,gave
0.2848118841648102,ate,lent
0.0992387980222702,ate,mailed
0.4206795394420624,ate,ran
0.5433655381202698,ate,sat
0.6005308628082275,ate,slept
1.0,ate,ate
0.6694219708442688,ate,drank
0.4774633049964905,ate,took
0.2848118841648102,ate,borrowed
0.3223119378089905,ate,man
0.23484906554222107,ate,woman
0.33390751481056213,ate,boy
0.28915005922317505,ate,girl
0.4698635935783386,ate,eggs
0.4277660846710205,ate,toast
0.5533819794654846,ate,pizza
0.42546284198760986,ate,coffee
0.3821530044078827,ate,tea
0.517601490020752,ate,soup
0.38136187195777893,ate,sugar
0.15202537178993225,ate,book
0.09525049477815628,ate,letter
0.1098187193274498,ate,package
0.16408655047416687,ate,gift
0.06531994044780731,drank,<PAD>
0.42521193623542786,drank,blinked
0.4197046458721161,drank,fed
0.4136858284473419,drank,gave
0.2683464288711548,drank,lent
0.04837028309702873,drank,mailed
0.3852161765098572,drank,ran
0.5199208855628967,drank,sat
0.5911857485771179,drank,slept
0.6694219708442688,drank,ate
0.9999999403953552,drank,drank
0.4386384189128876,drank,took
0.2683464288711548,drank,borrowed
0.3229653537273407,drank,man
0.2620461583137512,drank,woman
0.31302782893180847,drank,boy
0.28112173080444336,drank,girl
0.3121434450149536,drank,eggs
0.391533225774765,drank,toast
0.31450003385543823,drank,pizza
0.4940584897994995,drank,coffee
0.47787395119667053,drank,tea
0.3841816484928131,drank,soup
0.39338040351867676,drank,sugar
0.08144021779298782,drank,book
0.022058537229895592,drank,letter
0.012439858168363571,drank,package
0.12733913958072662,drank,gift
0.10541549324989319,took,<PAD>
0.4329794645309448,took,blinked
0.31107938289642334,took,fed
0.7952831983566284,took,gave
0.40439555048942566,took,lent
0.21259638667106628,took,mailed
0.6726369857788086,took,ran
0.5743170976638794,took,sat
